24,MAXBURST,"Web Design, Development and Internet Marketing","""The entire MAXBURST team was great. .....""",4.8,7,Undisclosed,$100 - $149 / hr,10 - 49,"Farmingdale,
NY",service_focus,https://clutch.co/profile/maxburst,http://www.maxburst.com
25,Studio 5 Innovation,The Digital Agency!,"""They [Studio 5 Innovation] understand that a project needs to be tailored to a specific business.""",4.2,11,Undisclosed,$100 - $149 / hr,2 - 9,"Seattle,
WA",service_focus,https://clutch.co/profile/studio-5-innovation,https://studio5innovation.com
27,LaunchPad Lab,We Build Apps That Grow Businesses,"""LaunchPad Lab uses the most modern technology prevalent in the industry today, instead of leveraging on platforms th...""",4.8,5,Undisclosed,$150 - $199 / hr,2 - 9,"Chicago,
IL",service_focus,https://clutch.co/profile/launchpad-lab,http://launchpadlab.com/
28,Constructive,A Branding & Web Design Firm on a Mission,"""With their past work in the non-profit sector, Constructive had a credible voice around the table, especially when s...""",4.8,6,"$50,000",$150 - $199 / hr,10 - 49,"New York,
NY",service_focus,https://clutch.co/profile/constructive,https://constructive.co/
30,Push10 Design Studios,Damn Good,"""Push 10 Design Studios is creative, and they have good project management skillset as well.""",5.0,2,Undisclosed,$100 - $149 / hr,10 - 49,"Philadelphia,
PA",service_focus,https://clutch.co/profile/push10-design-studios,http://www.push10.com/
31,Heaviside Group,"A Milwaukee web design, SEO, and PPC company.","""Heaviside Group showed us how to develop a cohesive plan, going beyond SEO.....""",5.0,3,Undisclosed,Undisclosed,2 - 9,"Milwaukee,
WI",service_focus,https://clutch.co/profile/heaviside-group,https://www.heavisidegroup.com
32,Ralph Walker Designs,Creating Innovative Web Solutions for Exponential,"""I've been very satisfied with the website...""",5.0,4,Undisclosed,$100 - $149 / hr,2 - 9,"Detroit,
MI",service_focus,https://clutch.co/profile/ralph-walker-designs,http://www.ralphwalkerdesigns.com
34,ColorJar,We Produce Select Projects We Fall In Love With,"""They are very good at listening, understanding these business problems we have, and then being able to act on a very...""",4.5,4,Undisclosed,Undisclosed,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/colorjar,http://colorjar.com/
35,Austin Web and Design,"""Oooh Ahhh!"" quality. ""No Way!"" prices.","""The team members that handled the work with Austin Web and Design reported to me that things went smoothly.""",4.2,3,Undisclosed,$50 - $99 / hr,10 - 49,"Austin,
TX",service_focus,https://clutch.co/profile/austin-web-design,https://austinwebanddesign.com
36,Lucid Crew Web Design,Kick Awesome Web Marketing & SEO,"""[Y]ou need it done right the first time. This was always the case with Lucid Crew.""",5.0,1,Undisclosed,$100 - $149 / hr,2 - 9,"Austin,
TX",service_focus,https://clutch.co/profile/lucid-crew-web-design,http://www.lucidcrew.com
37,Jacob Tyler,We are a Brand and Digital Marketing Agency,"""Jacob Tyler offered a brand architecture which I thought was a wonderful exercise for mapping out all of our service...""",4.6,4,"$10,000",$150 - $199 / hr,10 - 49,"San Diego,
CA",service_focus,https://clutch.co/profile/jacob-tyler,http://www.jacobtyler.com/
38,Forge and Smith,Crafted Websites for Intelligent Businesses,"""They [Forge and Smith] have a design that is a...""",5.0,2,"$10,000",$100 - $149 / hr,10 - 49,"New Westminster,

Canada",service_focus,https://clutch.co/profile/forge-smith,http://forgeandsmith.com
39,Pacific54,Aggressive Web Marketing,"""Pacific54 took all our punches and delivered.""",4.9,6,"$5,000",$100 - $149 / hr,10 - 49,"Miami,
FL",service_focus,https://clutch.co/profile/pacific54,http://www.pacific54.com/
40,"Ripe Media, Inc.",A Creative Agency,"""Their project management was phenomenal top to bottom.""",4.8,5,"$10,000",$100 - $149 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/ripe-media,http://www.ripemedia.com
41,"Ripe Media, Inc.",A Creative Agency,"""Their project management was phenomenal top to bottom.""",4.8,5,"$10,000",$100 - $149 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/ripe-media,http://www.ripemedia.com
42,Fruition,Making Digital Your Competitive Advantage,"""The personal interest that they [Fruition] display is unique...""",4.8,5,"$5,000",$100 - $149 / hr,10 - 49,"Denver,
CO",service_focus,https://clutch.co/profile/fruition,https://fruition.net/
43,Lead to Conversion,Ideation. Creation. Execution,"""We have received incredible feedback upon the launch of our new website that Lead to Conversion produced...""",4.9,10,"$5,000",$100 - $149 / hr,10 - 49,"Hudson,
OH",service_focus,https://clutch.co/profile/lead-conversion,https://leadtoconversion.com
44,The Mechanism,Believe in Better,"""They are always there when we need some development help...""",4.0,1,"$5,000",$100 - $149 / hr,10 - 49,"New York,
NY",service_focus,https://clutch.co/profile/mechanism,http://www.themechanism.com/
45,InsideOut Solutions Inc.,"Websites, Marketing & Print for Small Businesses","""They [InsideOut] deliver exactly what they promise and often more.""",5.0,2,Undisclosed,$50 - $99 / hr,10 - 49,"Sequim,
WA",service_focus,https://clutch.co/profile/insideout-solutions,http://www.insideout.com
46,"Clockwork Design Group, Inc",Timely Design. Timeless results.,"""They are creative, offer numerous options and are willing to work with their client to achieve not only best practic...""",4.9,9,Undisclosed,$200 - $300 / hr,2 - 9,"Waltham,
MA",service_focus,https://clutch.co/profile/clockwork-design-group,http://www.cdgi.com
47,Materiell,Award Winning Design | Enterprise WP Development,"""At the end of last year, we had a slow period in terms of finances...""",4.9,8,Undisclosed,$100 - $149 / hr,10 - 49,"Arlington,
VA",service_focus,https://clutch.co/profile/materiell,https://materiell.com
48,Buhv Designs,Crafting ideas into beautiful results,"""They have expertise that keeps them competitive.""",5.0,1,"$10,000",$100 - $149 / hr,10 - 49,"Denver,
CO",service_focus,https://clutch.co/profile/buhv-designs,http://buhvdesigns.com
49,StickOutSocial,In a world of many websites SOS helps you stickout,"""The first website StickOutSocial built for me produces more than 10 times as many leads as my previous site.""",5.0,1,"$1,000",$100 - $149 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/stickoutsocial,http://stickoutsocial.com/
50,HMG Creative,HMG is a progressive creative and digital agency.,"""HMG made a point to sit down with all the decision makers and go page by page through the proposal to be sure that w...""",4.8,5,Undisclosed,$100 - $149 / hr,10 - 49,"Austin,
TX",service_focus,https://clutch.co/profile/hmg-creative,http://www.hmgcreative.com
52,Taoti Creative,High-end Drupal Web Design,"""We are achieving a new level of relevance in DC...""",4.9,4,Undisclosed,$100 - $149 / hr,10 - 49,"Washington,
DC",service_focus,https://clutch.co/profile/taoti-creative,http://www.taoti.com
53,WebTek,Succeed Online,"""We've been very impressed with their work, which is why they continue to win all of our projects.""",5.0,3,Undisclosed,$50 - $99 / hr,10 - 49,"Ephrata,
PA",service_focus,https://clutch.co/profile/webtek,http://www.webtekcc.com
55,Black Bear Design Group,Stand Out In The Forest With Black Bear Design,"""From a customer service and delivery standpoint, Black Bear Design is very interactive, friendly, and hands on.""",5.0,4,"$5,000",$100 - $149 / hr,10 - 49,"Chamblee,
GA",service_focus,https://clutch.co/profile/black-bear-design-group,https://www.blackbeardesign.com/
56,Skyhook Interactive,High performance marketing websites,"""Skyhook Interactive created virtual services for us that were unknown in the tech world.""",5.0,2,"$10,000",$100 - $149 / hr,10 - 49,"Mesa,
AZ",service_focus,https://clutch.co/profile/skyhook-interactive,https://skyhookinteractive.com/
57,Benjamin Marc,Web Design,"""I only deal with Anthony [Savino, owner of Benjamin Marc], so even though he is the owner, he deals with me directly...""",5.0,2,Undisclosed,$100 - $149 / hr,2 - 9,"Nesconset,
NY",service_focus,https://clutch.co/profile/benjamin-marc,http://www.benjaminmarc.com
58,World Web Technology,We make your ideas work,"""They [World Web Technology] are really approachable...""",5.0,2,"$1,000",< $25 / hr,10 - 49,"Edison,
NJ",service_focus,https://clutch.co/profile/world-web-technology,http://www.worldwebtechnology.com/
60,Gravity Switch,Technology. Branding. Design.,"""Within two and a half months our inquiries doubled...""",4.8,2,Undisclosed,$150 - $199 / hr,10 - 49,"Northampton,
MA",service_focus,https://clutch.co/profile/gravity-switch,http://gravityswitch.com
62,Bluetent,"A Digital Agency for Travel, Tourism, and Beyond","""Bluetent really tries to solve the challenges t...""",5.0,2,Undisclosed,$150 - $199 / hr,10 - 49,"Carbondale,
CO",service_focus,https://clutch.co/profile/bluetent,http://www.bluetent.com
63,601am,Make things happen.,"""Our experience with 601am was a joy...""",5.0,1,Undisclosed,$150 - $199 / hr,10 - 49,"Denver,
CO",service_focus,https://clutch.co/profile/601am,http://www.601am.com
64,DotcomWeavers,Web Solutions that BUILD Businesses,"""[They] have ample experience on their team and can foresee possible pitfalls where we couldn't.""",4.8,6,"$5,000",$50 - $99 / hr,50 - 249,"Paramus,
NJ",service_focus,https://clutch.co/profile/dotcomweavers,http://www.dotcomweavers.com
65,Wholegrain Digital,WordPress design & development agency in London,"""They go out of their way to work with you on a custom solution...""",4.5,7,Undisclosed,$100 - $149 / hr,10 - 49,"London,

United Kingdom",service_focus,https://clutch.co/profile/wholegrain-digital,http://www.wholegraindigital.com
66,Revolution Media Group,Connecting Brands to their Audiences,"""The look and the feel that we received from Revolution Media Group was exactly what we were looking for.""",5.0,3,Undisclosed,$50 - $99 / hr,2 - 9,"San Francisco,
CA",service_focus,https://clutch.co/profile/revolution-media-group,http://www.revolutioncreatives.com
67,eCreations,We deliver more than just perfectly placed pixels,"""They found ways to achieve results in the WordPress environment which aren't typically handled by the system...""",5.0,4,Undisclosed,$100 - $149 / hr,10 - 49,"Phoenix,
AZ",service_focus,https://clutch.co/profile/ecreations,https://www.ecreations.net/
69,"Bizzuka, Inc.",Digital Marketing Agency serving SME clients.,"""They are professional, friendly, and quick to respond. They are on top of it...""",4.7,3,Undisclosed,$150 - $199 / hr,10 - 49,"Lafayette,
LA",service_focus,https://clutch.co/profile/bizzuka,http://www.bizzuka.com
70,GoingClear Interactive,Clarity. Build. Launch.,"""They [GoingClear Interactive] jazzed the site u...""",4.6,5,Undisclosed,$100 - $149 / hr,10 - 49,"Boston,
MA",service_focus,https://clutch.co/profile/goingclear-interactive,http://www.goingclear.com
71,Imagine,We fight ugly.,"""Imagine was great throughout the process. They were always professional and eager to see us succeed.""",4.9,7,Undisclosed,$100 - $149 / hr,10 - 49,"Manassas,
VA",service_focus,https://clutch.co/profile/imagine,http://www.imaginedc.net
72,OuterBox,Web Design + Ecommerce + SEO,"""My favorite part about OuterBox is that they come up with new ideas every month, and continually develop their work...""",5.0,1,Undisclosed,Undisclosed,10 - 49,"Akron,
OH",service_focus,https://clutch.co/profile/outerbox,http://www.outerboxdesign.com/
74,Disartmedia Digital Agency,"Branding, Design, Web, Social Media and more!","""Disartmedia's prices and services were very competitive compared to other market offers .....""",5.0,1,Undisclosed,$50 - $99 / hr,10 - 49,"Hollywood,
FL",service_focus,https://clutch.co/profile/disartmedia-digital-agency,http://www.disartmedia.com
75,Xplode Marketing,Everything Web Experts.,"""Xplode Marketing was good at delivering the various sections of the website on time...""",5.0,4,Undisclosed,$100 - $149 / hr,2 - 9,"Sarasota,
FL",service_focus,https://clutch.co/profile/xplode-marketing,http://www.xplodemarketing.com
76,Brown Owl Creative,Branding. Design. Development,"""They have a true understanding of what we need and provide the necessary input that we require...""",5.0,2,"$5,000",$100 - $149 / hr,2 - 9,"Stansted,

United Kingdom",service_focus,https://clutch.co/profile/brown-owl-creative,http://www.brownowlcreative.com
77,RSQ,"Ingenuity, agility and guts.","""Now our website, messaging, and branding is very unique to us and unique within the investment industry...""",5.0,1,"$10,000",$100 - $149 / hr,10 - 49,"Mobile,
AL",service_focus,https://clutch.co/profile/rsq,http://www.rsq.com
79,talonX Creative Agency,We Design Cool Sh*t,"""talonX Creative Agency was awesome.""",5.0,3,"$5,000",$100 - $149 / hr,2 - 9,"Calgary,

Canada",service_focus,https://clutch.co/profile/talonx-creative-agency,http://www.talonx.com
80,Ogdenian Web Design and Development Services,Where Web Dreams Come True,none shown,4.7,3,Undisclosed,$25 - $49 / hr,2 - 9,"Endicott,
NY",service_focus,https://clutch.co/profile/ogdenian-web-design-development-services,http://ogdenian.com
81,Lunar Media,Affordable Web Designs,"""She was very personable, positive, and joyful to work with, and willing to consider my ideas.""",4.8,2,Undisclosed,$50 - $99 / hr,2 - 9,"Chicago,
IL",service_focus,https://clutch.co/profile/lunar-media,http://www.lunarmedia.net
83,Level Level - WordPress agency Rotterdam,Specialized WordPress Design & Development,"""The results are fantastic. They can really drive value for their clients, and there's no fooling around...""",4.8,4,Undisclosed,$100 - $149 / hr,10 - 49,"Rotterdam,

Netherlands",service_focus,https://clutch.co/profile/level-level-wordpress-agency-rotterdam,http://level-level.com/
84,Six Figure Design,The High Desert's Leader in Cutting-Edge Design,none shown,4.7,3,Undisclosed,$50 - $99 / hr,2 - 9,"Victorville,
CA",service_focus,https://clutch.co/profile/six-figure-design,http://www.sixfiguredesign.com
85,Atomic Motion,Design & Conquer,"""It's been such a pleasure to do business with Atomic Motion, and the results speak for themselves.""",5.0,1,Undisclosed,$100 - $149 / hr,10 - 49,"Ottawa,

Canada",service_focus,https://clutch.co/profile/atomic-motion,http://www.atomicmotion.com/
86,LLT Group,Building Brands that PERFORM,"""What I really appreciate about LLT Group is that they are so responsive. I feel like the customer is always first...""",4.8,3,"$10,000",$100 - $149 / hr,10 - 49,"Naperville,
IL",service_focus,https://clutch.co/profile/llt-group-0,http://WWW.LLT-GROUP.COM
87,Alley Interactive,More Than Technology Experts,"""Their developers are competent communicators with a solid basis of business knowledge...""",4.5,2,Undisclosed,$150 - $199 / hr,10 - 49,"New York,
NY",service_focus,https://clutch.co/profile/alley-interactive,http://www.alleyinteractive.com/
88,Plethora Design,Drupal firm based in Virginia / Washington D.C.,"""They've delivered everything we've asked on time and within budget, which isn't necessarily always the case with oth...""",5.0,2,Undisclosed,$100 - $149 / hr,2 - 9,"Sterling,
VA",service_focus,https://clutch.co/profile/plethora-design,http://www.plethoradesign.com
90,A.S. Designs & Services,Website Development & eMarketing Agency,"""They're [A.S...""",5.0,3,Undisclosed,$50 - $99 / hr,2 - 9,"Hilo,
HI",service_focus,https://clutch.co/profile/designs-services,http://www.hilowebdesign.com
91,Outline2Design,An online design service,"""Outline2Design is very detailed and consistent, and their communication is always clear.....""",5.0,1,Undisclosed,$25 - $49 / hr,10 - 49,"Kharkiv,

Ukraine",service_focus,https://clutch.co/profile/outline2design,https://outline2design.com/
92,"Idea Marketing Group, Inc.","Giving life to an idea, even the big ones.","""Idea Marketing Group is very hands-on and listens to our requests, doing their best to deliver what we want...""",4.7,3,Undisclosed,$100 - $149 / hr,2 - 9,"Yorkville,
IL",service_focus,https://clutch.co/profile/idea-marketing-group,https://www.ideamktg.com
95,Visual71,Branding. Webdesign. Consulting.,"""Visual71 can confidently create designs that go the extra mile.""",4.6,5,"$10,000",$50 - $99 / hr,2 - 9,"Wroclaw,

Poland",service_focus,https://clutch.co/profile/visual71,http://www.visual71.com
96,BIGPIE | Digital Creative Agency,Small Company. Big Ideas.,"""The design is unique, they have a good aesthetic sensibility...""",5.0,1,Undisclosed,$150 - $199 / hr,2 - 9,"Venice,
CA",service_focus,https://clutch.co/profile/bigpie-digital-creative-agency,http://www.bigpie.tv
99,3plains,Outdoor Marketing Agency,"""3plains has been a strong strategic partner, and I can't think of a more powerful tool, from a marketing standpoint...""",5.0,4,Undisclosed,$50 - $99 / hr,2 - 9,"Shakopee,
MN",service_focus,https://clutch.co/profile/3plains,http://www.3plains.com
100,Exit10,Own it.,"""I think Exit10 has an uncanny ability to sit down with us, and take my incoherent ramblings and come back with a des...""",5.0,2,"$10,000",$150 - $199 / hr,10 - 49,"Baltimore,
MD",service_focus,https://clutch.co/profile/exit10,http://www.exit10.com
102,Nufuzion Design,The Next-Generation of Web Design built for succes,"""They have a good idea of what looks good, what looks clean or what looks catchy.""",5.0,1,"$1,000",$100 - $149 / hr,2 - 9,"Kenora,

Canada",service_focus,https://clutch.co/profile/nufuzion-design,http://nufuziondesign.com/
103,Eggs Media,Brilliance Hatched.,"""Eggs Media was easy to work with regarding their responsiveness, working quickly, and hitting deadlines.""",4.8,6,"$1,000",$25 - $49 / hr,2 - 9,"Toronto,

Canada",service_focus,https://clutch.co/profile/eggs-media,https://eggsmedia.com
104,The Design People,Web Design and Web Development Experts,none shown,4.5,2,Undisclosed,$50 - $99 / hr,50 - 249,"El Segundo,
CA",service_focus,https://clutch.co/profile/design-people,http://thedesignpeople.com
105,Clap Creative,"Web Design, Web Development and Internet Marketing","""The website that Clap Creative developed automatically made us into a more sophisticated company.""",4.8,4,Undisclosed,$50 - $99 / hr,2 - 9,"Thousand Oaks, Los Angeles,
CA",service_focus,https://clutch.co/profile/clap-creative,http://www.clapcreative.com
106,CAKE Websites & More,"We are bright, creative, experienced. We're nice!","""They worked ahead of Google...""",4.8,2,Undisclosed,$100 - $149 / hr,10 - 49,"Asheville,
NC",service_focus,https://clutch.co/profile/cake-websites-more,http://www.cakewebsites.com/
107,Beardo,Top Rated Web Design Team,"""Overall, they [Beardo Web Group] do fantastic work. Their design is great, and they do great work.""",5.0,2,Undisclosed,$100 - $149 / hr,2 - 9,"Atlanta,
GA",service_focus,https://clutch.co/profile/beardo,http://www.beardo.co
108,Namango Web Development,Professional Service Provider You Can Trust,"""Just the ease of working with them is refreshing. Communication with Namango was always simple and effective.""",5.0,1,"$5,000",$100 - $149 / hr,10 - 49,"Glendale,
CA",service_focus,https://clutch.co/profile/namango-web-development,http://www.namango.com/
110,Blue Group Solutions,"Interactive Web Design, Conversion Optimization","""The project turned out really well...""",5.0,3,Undisclosed,$50 - $99 / hr,10 - 49,"Indianapolis,
IN",service_focus,https://clutch.co/profile/blue-group-solutions,http://bluegroupsolutions.com
111,Achintya Tech,Web and Mobile App Development Company,"""AchintyaTech isn't the cheapest option, but they ensure the delivery of quality work...""",5.0,10,"$1,000",< $25 / hr,10 - 49,"Jaipur,

India",service_focus,https://clutch.co/profile/achintya-tech,http://www.achintyatech.com/?ref=123
112,G2 TEAM Interactive,We specializes in web design and backend-developme,"""G2 TEAM Interactive performed very well...""",5.0,1,Undisclosed,< $25 / hr,2 - 9,"Szczecin,

Poland",service_focus,https://clutch.co/profile/g2-team-interactive,http://www.g2team.pl
113,Rand Internet Marketing,Design. Development. Marketing. Results.,"""I now have a strong global site presence with great social media attributes .....""",4.5,1,Undisclosed,$150 - $199 / hr,10 - 49,"Fort Lauderdale,
FL",service_focus,https://clutch.co/profile/rand-internet-marketing,http://randmarketing.com
114,new target,"Stunning Ideas, Delivered Online.","""I always felt that I could talk to their team as colleagues...""",4.5,4,Undisclosed,$100 - $149 / hr,10 - 49,"Alexandria,
VA",service_focus,https://clutch.co/profile/new-target,http://www.newtarget.com
116,Livnup,Empowering Small Business,"""Livnup was very organized from a project management perspective, and the work was completed in a timely fashion.""",5.0,1,Undisclosed,$50 - $99 / hr,2 - 9,"Beverly,
MA",service_focus,https://clutch.co/profile/livnup,http://www.livnup.com
117,Bullseye Marketing Consultants,WEB DESIGN & SEARCH ENGINE MARKETING SPECIALISTS,"""Bullseye Marketing is very personable. I feel very comfortable with them and they're very professional.""",5.0,1,Undisclosed,Undisclosed,10 - 49,"Jupiter,
FL",service_focus,https://clutch.co/profile/bullseye-marketing-consultants,http://www.bullseyemarketingconsultants.com/
118,Cynexis Media,Web Design + App Development + Internet Marketing,"""I've got the results, and they are really poor-looking. It is not a professional site at all...""",4.2,6,Undisclosed,$50 - $99 / hr,10 - 49,"Columbus ,
OH",service_focus,https://clutch.co/profile/cynexis-media,http://www.cynexis.com/
119,Red Cherry,Digital Marketing Agency and Top Notch Development,...,4.5,1,Undisclosed,$100 - $149 / hr,10 - 49,"Calgary,

Canada",service_focus,https://clutch.co/profile/red-cherry,http://www.redcherryinc.ca
120,South Florida Web Studio,"SEO, Web Design & Web Developement",none shown,5.0,3,Undisclosed,$100 - $149 / hr,2 - 9,"Hollywood,
FL",service_focus,https://clutch.co/profile/south-florida-web-studio,http://www.soflaweb.com
122,Vrrb Interactive,A full service digital agency.,"""The quality of the work that they [Vrrb Interactive] provided was impressive...""",4.5,2,Undisclosed,$150 - $199 / hr,10 - 49,"West Hollywood,
CA",service_focus,https://clutch.co/profile/vrrb-interactive,http://www.vrrb.com
123,Planeteria,Marketing for Everyone,"""I think their service was quite good after the ownership change. I thought they were very responsive.""",4.5,2,Undisclosed,Undisclosed,10 - 49,"Santa Rosa,
CA",service_focus,https://clutch.co/profile/planeteria,http://www.planeteria.com/
125,Indigo Image,Your Creative Partner,none shown,5.0,2,Undisclosed,$100 - $149 / hr,2 - 9,"Lincolnshire,
IL",service_focus,https://clutch.co/profile/indigo-image,http://www.indigoimage.com
126,Dangerous Cat Productions,Beautifying The Web,none shown,5.0,1,Undisclosed,$50 - $99 / hr,2 - 9,"Acampo,
CA",service_focus,https://clutch.co/profile/dangerous-cat-productions,http://www.dangerouscat.com
127,iBlazing IT Services Pvt. Ltd.,Blazing Ahead,"""We got a pixel-perfect design with robust functionality and no bugs...""",5.0,1,Undisclosed,< $25 / hr,10 - 49,"Ahmedabad,

India",service_focus,https://clutch.co/profile/iblazing-it-services,http://www.iblazing.com
128,Seo Gorillas,We're Aggressive,"""SEO Gorillas is a very efficient and dedicated team.""",4.5,4,"$1,000",$25 - $49 / hr,2 - 9,"Los Angeles ,
CA",service_focus,https://clutch.co/profile/seo-gorillas,http://www.seogorillas.com/
129,StatenWeb,We live and breathe web technology,"""The results have been tremendous. ... StatenWeb has been fantastic.""",5.0,2,Undisclosed,$50 - $99 / hr,2 - 9,"Staten Island,
NY",service_focus,https://clutch.co/profile/statenweb,http://statenweb.com
130,FORGE MEDIA + DESIGN,Advancing User Experience and Audience Engagement,"""What I like about Forge Media + Design is their great attention to detail.""",4.0,1,Undisclosed,$100 - $149 / hr,10 - 49,"Toronto,

Canada",service_focus,https://clutch.co/profile/forge-media-design,http://www.forgemedia.ca
131,CI Web Design Inc.,"Award Winning Web Design, Development and SEO",none shown,5.0,4,Undisclosed,$100 - $149 / hr,2 - 9,"Dearborn Heights,
MI",service_focus,https://clutch.co/profile/ci-web-design,http://ciwebstudio.com
132,Williams Web Solutions,Serving Your Needs...Not Ours,none shown,5.0,1,Undisclosed,$50 - $99 / hr,2 - 9,"Kingsville,
TX",service_focus,https://clutch.co/profile/williams-web-solutions,http://www.WWSWebDesigns.com
133,Soap Effect Studios,We Design Amazing Sites that get Found!,"""I really liked both the logo he developed for me and the style of my website...""",5.0,4,Undisclosed,$100 - $149 / hr,2 - 9,"Erie,
PA",service_focus,https://clutch.co/profile/soap-effect-studios,http://soapeffect.com
137,Computer Solutions 911,We are there for YOU!,none shown,5.0,1,Undisclosed,Undisclosed,2 - 9,"Woodstock,
GA",service_focus,https://clutch.co/profile/computer-solutions-911,http://www.computersolutions911.com
138,pb+j,Made for each other.,"""pb+j did a great job of capt...""",4.5,1,Undisclosed,$100 - $149 / hr,10 - 49,,service_focus,https://clutch.co/profile/pbj,http://www.addpbj.com
140,Pop Media Pro,Think out of the box......,none shown,2.0,1,Undisclosed,Undisclosed,10 - 49,"Jamesburg,
NJ",service_focus,https://clutch.co/profile/pop-media-pro,http://www.popmediapro.com
142,The Form Group (FORM),Inspired by Purpose,"FORM is a Cleveland-based creative services boutique that builds meaningful brand experiences across web, mobile and...",none shown,none shown,"$50,000",$150 - $199 / hr,10 - 49,"Beachwood,
OH",service_focus,https://clutch.co/profile/form-group-form,http://www.theformgroup.com/
